start_time,latitude,longitude,title_escaped,venue
2016-08-08 19:00:00,40.750480000000046,-73.99340545767213,Drake and Future,Madison Square Garden
2016-08-08 09:00:00,40.753614,-73.99176820000001,Friends and Co. Dance Intensive,Madison Square Garden
2016-08-12 19:00:00,40.753614,-73.99176820000001,Alter Ego,Madison Square Garden
2016-08-13 17:30:00,40.753614,-73.99176820000001,Smile! Head-shots Photo-shoot Event,Madison Square Garden
2016-08-18 10:00:00,40.7521857,-73.9911603,Leveraging LinkedIn Groups,Madison Square Garden
2016-06-27 09:00:00,40.748224,-73.99284499999999,"The Angular 2 Workshop (New York City, June 27-28)",Madison Square Garden
2016-08-15 00:00:00,40.753614,-73.99176820000001,CAMP NYC 2016,Madison Square Garden
2016-07-23 22:00:00,40.74943327746997,-73.99420210059434,Coast to Coast Tour at Slake,Madison Square Garden
2016-08-21 18:00:00,40.753614,-73.99176820000001,Werds Of Art Photography: The Live Sessions Vol 1 Mixer and live photoshoot Powered by Mor.Bookings,Madison Square Garden
2016-08-02 19:30:00,40.7525098,-73.9943964,Insomnia: A New Musical,Madison Square Garden
2016-06-25 20:00:00,40.750480000000046,-73.99340545767213,Blake Da Burner,Madison Square Garden
2016-07-11 00:00:00,40.753614,-73.99176820000001,2016 Summer Intensive Session 1,Madison Square Garden
2016-06-20 19:00:00,40.747766999999996,-73.993386,One-on-One Conversation with Cynthia Nixon and Daniel Sullivan,Madison Square Garden
2016-07-10 15:00:00,40.753614,-73.99176820000001,Commuter self-defense,Madison Square Garden
2016-07-30 20:00:00,40.753614,-73.99176820000001,"Sip & Paint Night-- ""Birds of the Evening Glow""",Madison Square Garden
2016-07-31 13:30:00,40.750480000000046,-73.99340545767213,USA vs Australia & Canada vs France,Madison Square Garden
2016-06-04 09:00:00,40.748224,-73.99284499999999,4-Day Hadoop Developer Training (Saturdays only),Madison Square Garden
2016-06-26 00:00:00,40.753614,-73.99176820000001,Half-Day Master Class with Alice Ripley - 6/26/16,Madison Square Garden
2016-06-23 19:00:00,40.748433500000004,-73.9962003,LIFE'S CROSSROADS: IT'S ALL ABOUT CHANGE - REAL ESTATE INVESTING,Madison Square Garden
2016-06-24 20:30:00,40.7534167,-73.99430799999999,CURLY,Madison Square Garden
2016-06-21 20:00:00,40.752664,-73.994309,Macklemore & Ryan Lewis,Madison Square Garden
2016-08-01 00:00:00,40.748224,-73.99284499999999,August Regular Course,Madison Square Garden
2016-08-04 07:00:00,40.7495593,-73.99310899999999,Celebrate National Chocolate Chip Cookie Day with Free Cookies,Madison Square Garden
2016-07-14 00:00:00,40.7487243,-73.9916396,Wedding Salon Bridal Showcase,Madison Square Garden
2016-08-27 20:30:00,40.7480925,-73.9927375,JEWISH- NYC Singles New York Speed Dating- -Women 25-39; Men 27-43,Madison Square Garden
2016-07-15 22:00:00,40.748731299999996,-73.9932802,Monarch Rooftop Fridays,Madison Square Garden
2016-07-28 18:30:00,40.749868,-73.994427,Rooftop Summer Networking and Post-bar Exam Event,Madison Square Garden
2016-07-08 17:00:00,40.752031484968384,-73.99461969574816,NewYorkSalon,Madison Square Garden
2016-07-06 19:00:00,40.750480000000046,-73.99340545767213,New York Liberty vs. Seattle Storm,Madison Square Garden
2016-08-05 18:00:00,40.753221999999994,-73.990607,Black Lives Matter Art Show,Madison Square Garden
2016-07-31 13:30:00,40.750480000000046,-73.99340545767213,USA Basketball Showcase,Madison Square Garden
2016-06-23 19:00:00,40.753614,-73.99176820000001,NYC Dance Week Zumba Gold Class,Madison Square Garden
2016-06-21 20:00:00,40.750480000000046,-73.99340545767213,Ellie Goulding,Madison Square Garden
2016-07-30 22:00:00,40.74943327746997,-73.99420210059434,"TC, Rene Lavice, Matos & Lovelace, Adred, MC Digga Buckshot, Alex Engl",Madison Square Garden
2016-08-07 15:00:00,40.753614,-73.99176820000001,Beauty and Skin Care Workshop,Madison Square Garden
2016-06-19 11:30:00,40.753614,-73.99176820000001,Buti Yoga NYC,Madison Square Garden
2016-07-23 21:00:00,40.751687700000005,-73.9939915,Ziggy Isaacs,Madison Square Garden
2016-07-08 12:00:00,40.7508425,-73.99426209999999,New York Waterfront Villages- Brooklyn,Madison Square Garden
2016-08-20 16:00:00,40.753614,-73.99176820000001,All Summer 16 Twerkout,Madison Square Garden
2016-07-31 13:30:00,40.750480000000046,-73.99340545767213,Australia vs USA Womens Basketball,Madison Square Garden
2016-08-06 19:00:00,40.750480000000046,-73.99340545767213,Drake and Future,Madison Square Garden
2016-06-29 19:00:00,40.7486711,-73.9946198,Naked! $15 Yoga & Pilates,Madison Square Garden
2016-07-08 18:00:00,40.7486711,-73.9946198,"Light, Language, and Line Workshop with Steve Richard",Madison Square Garden
2016-07-23 21:00:00,40.751687700000005,-73.9939915,the Williamsboy,Madison Square Garden
2016-07-17 13:00:00,40.753614,-73.99176820000001,Evento de Verano dōTERRA: Hispanoamericano,Madison Square Garden
2016-06-30 12:30:00,40.753614,-73.99176820000001,Schools Out Workshop,Madison Square Garden
2016-07-10 19:00:00,40.753614,-73.99176820000001,On-Camera Workshops with Network TV Casting Director of Thomas/O’Neill Casting,Madison Square Garden
2016-06-28 20:00:00,40.7534167,-73.99430799999999,Kay Anthony Private listening party,Madison Square Garden
2016-07-09 20:00:00,40.7525098,-73.9943964,Danny & The Deep Blue Sea,Madison Square Garden
2016-07-16 19:30:00,40.750480000000046,-73.99340545767213,WWE: Live - Summerslam Heatwave Tour,Madison Square Garden
2016-07-02 23:55:00,40.74943327746997,-73.99420210059434,"Hot Sugar, P. Morris, Alex English, Jergo",Madison Square Garden
2016-07-22 22:00:00,40.74943327746997,-73.99420210059434,"Conrank, Cobrayama, M!NT, Alex English, Jergo",Madison Square Garden
2016-06-27 20:00:00,40.750480000000046,-73.99340545767213,Sting & Peter Gabriel: Rock Paper Scissors,Madison Square Garden
2016-08-01 20:00:00,40.7525098,-73.9943964,"""The Eye of the Wake"" By Chima Chikazunga",Madison Square Garden
2016-06-26 00:00:00,40.7480341,-73.99499300000001,Fencers Club Veterans Epee Cup,Madison Square Garden
2016-07-15 18:00:00,40.753614,-73.99176820000001,EmblemHealth Farewell/Reunion Party,Madison Square Garden
2016-08-05 22:00:00,40.748731299999996,-73.9932802,Monarch Rooftop Fridays,Madison Square Garden
2016-07-13 11:00:00,40.750480000000046,-73.99340545767213,New York Liberty vs. Atlanta Dream,Madison Square Garden
2016-06-03 13:00:00,40.7525,-73.9955,Running Day 5K! - New York,Madison Square Garden
2016-07-27 19:00:00,40.7486711,-73.9946198,Naked! $15 Yoga & Pilates,Madison Square Garden
2016-06-29 18:30:00,40.749868,-73.994427,Science (as) Culture - Summer Happy Hour!,Madison Square Garden
2016-07-07 18:30:00,40.753614,-73.99176820000001,BollyX - The Bollywood Workout,Madison Square Garden
2016-07-25 19:30:00,40.747766999999996,-73.993386,"Patchwork Project: A Tapestry of American Song- New York, New York",Madison Square Garden
2016-07-30 12:00:00,40.753614,-73.99176820000001,Suck N' Swallow: The Blow Job Class,Madison Square Garden
2016-06-20 00:00:00,40.7480341,-73.99499300000001,Fencers Club Pre-Summer Nationals Camp,Madison Square Garden
2016-07-17 12:00:00,40.753614,-73.99176820000001,Healthy Curves 101,Madison Square Garden
2016-06-24 23:00:00,40.747837100000005,-73.99445340000001,Alexi Delano / Marco Faraone / Pablo Romero (6:24:16) Flash Factory,Madison Square Garden
2016-06-25 15:00:00,40.7508425,-73.99426209999999,Meat To Eat Guided Tours,Madison Square Garden
2016-06-25 19:30:00,40.748957860629,-73.99537042683501,KEITH at #DCM,Madison Square Garden
2016-08-27 21:00:00,40.751687700000005,-73.9939915,the Williamsboy,Madison Square Garden
2016-08-20 15:30:00,40.748731299999996,-73.9932802,The First Annual UB Reunion @ Monarch Rooftop THIS SATURDAY 8.20.16 3:30pm,Madison Square Garden
2016-08-03 21:30:00,40.75270379999999,-73.99347850000001,NYC Dance Experience / NY Hustle Congress,Madison Square Garden
2016-06-25 09:00:00,40.753614,-73.99176820000001,Best Plus Initial -35th Street,Madison Square Garden
2016-08-21 17:00:00,40.747766999999996,-73.993386,Yoga Wine Party!,Madison Square Garden
2016-06-28 18:30:00,40.752854,-73.992979,"Catholic Singles Bingo- AGES 20's, 30's, 40's (prepay required)",Madison Square Garden
2016-08-13 20:00:00,40.750480000000046,-73.99340545767213,Halsey,Madison Square Garden
2016-07-31 13:30:00,40.750480000000046,-73.99340545767213,USA Women's Basketball National Team vs. Australia (Doubleheader featuring Canada vs. France),Madison Square Garden
2016-07-09 10:00:00,40.753614,-73.99176820000001,Total Body with 180SoulFit!,Madison Square Garden
2016-07-25 18:00:00,40.74943327746997,-73.99420210059434,"THE MANHATTAN MONOLOGUE SLAM, SPONSORED BY MOHEGAN SUN & R.J. LEWIS PHOTOGRAPHY",Madison Square Garden
2016-08-20 17:00:00,40.753614,-73.99176820000001,Listening Skills are Critical... Here's How to Improve Them: Free Talk,Madison Square Garden
2016-06-20 18:30:00,40.7534167,-73.99430799999999,Writers Slam for Alzheimer's: A Night of Poetry and Storytelling,Madison Square Garden
2016-01-02 19:30:00,40.750527924216,-73.992786450024,Phish,Madison Square Garden
2016-01-01 19:30:00,40.750527924216,-73.992786450024,Phish,Madison Square Garden
2015-12-31 20:00:00,40.750527924216,-73.992786450024,Phish,Madison Square Garden
2016-08-21 20:00:00,40.750480000000046,-73.99340545767213,The Kingdom: Daddy Yankee vs. Don Omar,Madison Square Garden
2016-07-09 20:00:00,40.7525098,-73.9943964,"""Stet""",Madison Square Garden
2016-08-04 19:30:00,40.750291,-73.990664,Emergency Protocol: Lecture for Magicians by Apollo Riego,Madison Square Garden
2016-08-10 19:00:00,40.7486711,-73.9946198,Naked! $15 Yoga & Pilates,Madison Square Garden
2016-08-26 13:00:00,40.7525,-73.9955,"Day of the Dog: Run, Walk or Jog 5K - New York",Madison Square Garden
2016-06-25 19:00:00,40.747766999999996,-73.993386,Stagebound Vocal Intensive Showcase Cabaret,Madison Square Garden
2016-06-27 20:00:00,40.750513547361,-73.992893513651,"Sting & Peter Gabriel - Madison Square Garden - Mon, Jun 27 2016",Madison Square Garden
2016-08-01 10:00:00,40.7487243,-73.9916396,Job Fair of New York,Madison Square Garden
2016-06-25 00:00:00,40.751906,-73.991309,Beginners castanets class,Madison Square Garden
2016-08-25 20:00:00,40.749706200000006,-73.9916006,Florida Georgia Line,Madison Square Garden
2016-08-25 12:15:00,40.749244299999994,-73.99393690000001,Eurythmy Lunchtime Flow,Madison Square Garden
2016-08-10 19:30:00,40.750480000000046,-73.99340545767213,TWENTY-ONE PILOTS - EMOTIONAL ROADSHOW,Madison Square Garden
2016-07-30 20:30:00,40.749706200000006,-73.9916006,Julion Alvarez,Madison Square Garden
2016-08-18 19:15:00,40.752928000000004,-73.992728,"Free Tango Open House - Class, performance & Discounts",Madison Square Garden
2016-08-25 18:00:00,40.750670249219,-73.991668893125,Vinyl Nights - NYC Dance Classics w/ Natasha Diggs & MoneyMike,Madison Square Garden
2016-08-22 18:00:00,40.750670249219,-73.991668893125,Live at Penn Plaza: Tacuma Bradley's Unity Band,Madison Square Garden
2016-08-21 20:00:00,40.750513547361,-73.992893513651,The Kingdom: Daddy Yankee vs. Don Omar,Madison Square Garden
2016-08-20 09:00:00,40.75360870000001,-73.99191280000001,Sir Wilkins Present The Superhero Bootcamp,Madison Square Garden
2016-08-20 10:00:00,40.752204,-73.9931417,LI2Day Hope Runs Here 5K,Madison Square Garden
2016-08-24 19:30:00,40.752928000000004,-73.992728,Bachata Classes level 1 w/ Kenyie,Madison Square Garden
2016-08-23 20:30:00,40.752928000000004,-73.992728,Ladies Styling Class level 2 w/ Elena,Madison Square Garden
2016-08-23 19:30:00,40.752928000000004,-73.992728,Ladies Styling Class level 1 w/ Elena,Madison Square Garden
2016-08-22 18:30:00,40.752928000000004,-73.992728,"Salsa On 1 Classes Level 1,2 and 3 w/ Juan",Madison Square Garden
2016-08-18 23:00:00,40.7487799,-73.99534,The Internet Disagrees takes on INSPIRADO,Madison Square Garden
2016-08-20 04:00:00,40.74938,-73.99433990000001,"Shades, Alex English, Hiyawatha, Jergo.",Madison Square Garden
2016-08-23 19:00:00,40.752300622784,-73.991860382728,Entertainment Talk Shop at Jack Doyle's,Madison Square Garden
2016-08-21 15:00:00,40.74772,-73.99324,Unfinished: An Opera (NYC presentation),Madison Square Garden
2016-08-17 19:00:00,40.748020200000006,-73.9919815,"Strings, Attached - A Reading",Madison Square Garden
2016-08-18 18:00:00,40.750670249219,-73.991668893125,"Vinyl Nights ""The 80's"" with Misbehaviour & Kenny Parker of BDP",Madison Square Garden
2016-08-20 22:00:00,40.74938,-73.99433990000001,"X+G (OWSLA), um , Alex English, Jergo.",Madison Square Garden
2016-08-19 19:00:00,40.7485504,-73.9939728,"#UNwineD : A night of networking, conversations and wine",Madison Square Garden
2016-08-17 20:30:00,40.75360870000001,-73.99191280000001,Line Dance Class - Westie Workout w/ JesAnn,Madison Square Garden
2016-08-25 19:00:00,40.753496398606,-73.99201885572501,Workshops w THEM IV (ft. Hyun Choung Woo x Carlo Sevilla and Donne Abrigo x Kristian Lumbao),Madison Square Garden
2016-08-21 10:30:00,40.749035321379,-73.995298846808,Funny Women* Brunch,Madison Square Garden
2016-08-22 19:30:00,40.749035321379,-73.995298846808,Team Performance Workshop Show - Part 1,Madison Square Garden
2016-08-19 20:00:00,40.750009999999996,-73.99484,You Should Be Dancing..! Friday Open House,Madison Square Garden
2016-08-21 19:30:00,40.74772,-73.99324,Show Me How to Smile: Rise Up to Stigma,Madison Square Garden
2016-08-24 20:00:00,40.753496398606,-73.99201885572501,"Daah's ""Back 2 School"" NYC Workshop ",Madison Square Garden
2016-08-14 18:00:00,40.749378920083,-73.994460372083,"Islander with Funeral Portrai, XXI : August 14th at American Beauty NYC",Madison Square Garden
2016-08-17 18:30:00,40.75196079999999,-73.99382779999999,Smooth Cruise: Najee & Alex Bugnon,Madison Square Garden
2016-08-20 23:00:00,40.747837100000005,-73.99445340000001,Full Moon Afterparty (8:20:16) Flash Factory,Madison Square Garden
2016-08-16 12:00:00,40.75158629999999,-73.9924161,Avuá Rio Olympics- Women's Soccer Semi-finals,Madison Square Garden
2016-08-20 22:30:00,40.749035321379,-73.995298846808,The Cast: Dance Edition,Madison Square Garden
2016-08-17 20:00:00,40.753029489467,-73.99265199270701,Lifts & Dips level 1 w/ Dave,Madison Square Garden
2016-08-15 19:00:00,40.749378920083,-73.994460372083,Morning Bear : Monday August 15th at American Beauty NYC,Madison Square Garden
2016-08-25 19:00:00,40.74938,-73.99433990000001,Yarn with Old Soul August 25th at American Beauty NYC,Madison Square Garden
2016-08-23 19:00:00,40.74938,-73.99433990000001,The Mighty Pines w/ Bandits on the Run & Dave Kellan I NYC at American Beauty,Madison Square Garden
2016-08-18 18:30:00,40.753029489467,-73.99265199270701,"Kizomba/Semba Classes Lv 1, 2 and 3",Madison Square Garden
2016-08-16 18:30:00,40.753029489467,-73.99265199270701,Salsa/Mambo Classes Level 1 w/ Joe,Madison Square Garden
2016-08-25 20:00:00,40.75063,-73.99374399999999,Bud One Night Only: Florida Georgia Line,Madison Square Garden
2016-08-20 20:00:00,40.750009999999996,-73.99484,"DJs Nelson, Brett and Peter's Bday this Sat, Aug 20 at CLUB 412",Madison Square Garden
2016-08-19 18:00:00,40.7517799,-73.99103000000001,IrishCentral Summer BBQ,Madison Square Garden
2016-08-20 18:00:00,40.75360870000001,-73.99191280000001,MODERN BACHATA,Madison Square Garden
2016-08-20 12:00:00,40.75046168016,-73.99463045355199,Blues in a Day workshop: With international instructor Lucky Skillen,Madison Square Garden
2016-08-24 18:30:00,40.7517799,-73.99103000000001,Live Band- The Jackson Massive,Madison Square Garden
2016-08-19 21:00:00,40.74938,-73.99433990000001,"The Heavy Pets II New York, NY II American Beauty II 8/19",Madison Square Garden
2016-08-20 20:00:00,40.7517799,-73.99103000000001,The Smithereens at Rock & Reilly's NYC,Madison Square Garden
2016-08-24 20:00:00,40.752928000000004,-73.992728,Salsa/Mambo Classes Level 1 w/ Imani,Madison Square Garden
2016-08-24 18:30:00,40.752928000000004,-73.992728,Bachata Classes level 2 w/ Kenyie,Madison Square Garden
2016-08-16 18:00:00,40.750657405323,-73.991679834677,Live at Penn Plaza: West Philadelphia Orchestra,Madison Square Garden
2016-08-25 12:30:00,40.750670249219,-73.991668893125,Live at Penn Plaza: The Four Bags,Madison Square Garden
2016-08-23 18:00:00,40.750670249219,-73.991668893125,Live at Penn Plaza: Kumbakin,Madison Square Garden
2016-08-23 12:30:00,40.750670249219,-73.991668893125,Live at Penn Plaza: The Bee's Knees,Madison Square Garden
2016-08-18 12:30:00,40.750670249219,-73.991668893125,Live at Penn Plaza: Plena Luz,Madison Square Garden
2016-08-15 09:00:00,40.753081408912,-73.992731970096,MPower Dance Workshops 2016 NYC Summer Intensive,Madison Square Garden
2016-08-18 20:00:00,40.749959999999994,-73.99488000000001,Live Music Thursdays,Madison Square Garden
2016-08-18 20:00:00,40.749959999999994,-73.99488000000001,Live Music Thursdays,Madison Square Garden
2016-08-19 23:00:00,40.747837100000005,-73.99445340000001,Hector / David Gtronic / Shahar (8:19:16) Flash Factory,Madison Square Garden
2016-08-20 16:00:00,40.752928000000004,-73.992728,Hip Hop Classes open level w/ Spex,Madison Square Garden
2016-08-20 13:30:00,40.752928000000004,-73.992728,Ballet Class level 1 w/ Karla,Madison Square Garden
2016-08-19 19:30:00,40.752928000000004,-73.992728,Swing Class level 2 w/ Veronica,Madison Square Garden
2016-08-19 18:30:00,40.752928000000004,-73.992728,Swing Class level 1 w/ Veronica,Madison Square Garden
2016-08-17 21:00:00,40.753029489467,-73.99265199270701,Lifts & Dips level 2 w/ Dave,Madison Square Garden
2016-08-17 21:00:00,40.753029489467,-73.99265199270701,Colombian Salsa Level 2 w/ Wilson,Madison Square Garden
2016-08-17 20:30:00,40.753029489467,-73.99265199270701,Bachata Classes level 3 w/ Joe,Madison Square Garden
2016-08-17 20:00:00,40.753029489467,-73.99265199270701,Colombian Salsa Level 1 w/ Wilson,Madison Square Garden
2016-08-16 19:30:00,40.753029489467,-73.99265199270701,Tango Class Level 3 & 4 w/ Anais,Madison Square Garden
2016-08-15 18:30:00,40.753029489467,-73.99265199270701,Bachata Classes level 1 w/ Kenyie,Madison Square Garden
2016-08-14 15:00:00,40.753029489467,-73.99265199270701,Cuban Salsa Level 3 w/ Alejandro,Madison Square Garden
2016-08-14 15:00:00,40.753029489467,-73.99265199270701,Cuban Salsa Level 1&2 w/ Alejandro,Madison Square Garden
2016-08-14 14:00:00,40.753029489467,-73.99265199270701,Bachata Class level 1 w/ Alejandro Bouza & Xiomaris,Madison Square Garden
2016-08-20 14:00:00,40.7478956,-73.9934188,Awakening Your Golden Body: Self Healing,Madison Square Garden
2016-08-21 20:00:00,40.74938,-73.99433990000001,Davina and The Vagabonds at American Beauty NYC,Madison Square Garden
2016-08-20 14:00:00,40.748020200000006,-73.9919815,Wrangle the Tangle: a Fun and Feisty Scavenger Hunt Through NYC,Madison Square Garden
2016-08-18 18:30:00,40.753029489467,-73.99265199270701,Zumba Classes open level w/ Danny,Madison Square Garden
2016-08-21 18:00:00,40.749035321379,-73.995298846808,The Ashley & Kyle Project,Madison Square Garden
2016-08-24 19:30:00,40.750670249219,-73.991668893125,Salsa33,Madison Square Garden
2016-08-24 19:00:00,40.7478,-73.99109,RUSA Tearoom Readings,Madison Square Garden
2016-08-15 22:30:00,40.748973727986005,-73.995334814408,The Short Form Show,Madison Square Garden
2016-08-24 19:30:00,40.74938,-73.99433990000001,"Peter Karp & The Roadshow Band with Todd Wolfe Band, Red Velvet : Wednesday August 24th at American Beauty",Madison Square Garden
2016-08-21 19:00:00,40.74938,-73.99433990000001,Davina and the Vagabonds with Snack Cat : August 21 at American Beauty NYC,Madison Square Garden
2016-08-19 22:00:00,40.74938,-73.99433990000001,Disco Biscuits after party w/ The Heavy Pets & Elephant Wrecking Ball : Friday August 19th at American Beauty NYC,Madison Square Garden
2016-08-18 20:00:00,40.74938,-73.99433990000001,The Breakfast with The Adam Douglass Trio : August 18th at American Beauty NYC,Madison Square Garden
2016-08-23 20:15:00,40.748020200000006,-73.9919815,Gluten Free Wine & Dessert Night at Madison Square Tavern,Madison Square Garden
2016-08-25 22:00:00,40.749035321379,-73.995298846808,The Director Series: American Dream,Madison Square Garden
2016-08-24 18:30:00,40.752928000000004,-73.992728,Ladies Styling Class level 1 w/ Danielle,Madison Square Garden
2016-08-20 22:00:00,40.74938,-73.99433990000001,X+G / um,Madison Square Garden
2016-08-22 22:30:00,40.749035321379,-73.995298846808,NOW That's What I Call the Executives! Volume 23: A Musical Sketch Show,Madison Square Garden
2016-08-22 21:00:00,40.749035321379,-73.995298846808,Team Performance Workshop Show - Part 2,Madison Square Garden
2015-11-12 20:00:00,40.7530098,-73.99241640000001,NOV NYC BACHATA & SALSA KILLER MOVES WORKSHOP,Madison Square Garden
2016-08-22 19:00:00,40.7496414,-73.9944687,The Boudica Series: A Festival of Women's Voices,Madison Square Garden
2016-08-21 21:00:00,40.749035321379,-73.995298846808,Kornfeld and Andrews,Madison Square Garden
2016-08-14 21:00:00,40.748973727986005,-73.995334814408,Kornfeld and Andrews,Madison Square Garden
2016-08-21 19:30:00,40.749035321379,-73.995298846808,Ringers,Madison Square Garden
2016-08-20 19:30:00,40.749035321379,-73.995298846808,The Armando Diaz Experience (Featuring Angela Di Carlo),Madison Square Garden
2016-08-19 19:00:00,40.7487799,-73.99534,Sketches About Music and Cats,Madison Square Garden
2016-08-18 22:00:00,40.7487799,-73.99534,The Director Series: American Dream,Madison Square Garden
2016-08-14 19:30:00,40.748973727986005,-73.995334814408,Stuck!,Madison Square Garden
2016-08-14 18:00:00,40.748973727986005,-73.995334814408,That's What She Said,Madison Square Garden
2016-08-20 18:00:00,40.749035321379,-73.995298846808,"The Rundown feat. Doorman, Philson Willips, Sand and Group of Dads at a Bar",Madison Square Garden
2016-08-21 15:00:00,40.749244299999994,-73.99393690000001,Waking The Universal Soul,Madison Square Garden
2016-06-13 19:00:00,40.750513547361,-73.992893513651,DCX World Tour MMXVI,Madison Square Garden
2016-06-17 23:00:00,40.747837100000005,-73.99445340000001,Delano Smith / Terrence Dixon / Ted Krisko / Jordan (6:17:16) Flash Factory,Madison Square Garden
2016-06-26 19:30:00,40.748020200000006,-73.9919815,Bad Daughter by Julie Weinberg,Madison Square Garden
2016-06-23 19:00:00,40.750513547361,-73.992893513651,Amy Schumer - Live at MSG,Madison Square Garden
2016-06-26 15:00:00,40.75046168016,-73.99463045355199,"Dips, Tricks & Patterns with Paolo & Special Guests",Madison Square Garden
2016-06-20 19:30:00,40.748973727986005,-73.995334814408,Thank You For Coming Out presents Spectrum; An LGBTQ Storytelling Hour,Madison Square Garden
2016-06-24 09:00:00,40.753577014392,-73.992314427411,2016 New York Theatrical Bellydance Conference,Madison Square Garden
2016-06-16 18:30:00,40.75307,-73.99261,Summer Fitness Mixer with BollyX,Madison Square Garden
2016-06-23 23:00:00,40.748973727986005,-73.995334814408,The Friendship Club Picks Up the Pieces,Madison Square Garden
2016-06-24 21:00:00,40.753029489467,-73.99265199270701,Piel Canela Practica,Madison Square Garden
2016-06-23 23:00:00,40.748973727986005,-73.995334814408,La Ronde Burgundy vs. Friendship Club Inspirado 6/23/16,Madison Square Garden
2016-06-26 15:00:00,40.750513547361,-73.992893513651,New York Liberty vs. Phoenix Mercury,Madison Square Garden
2016-06-23 12:15:00,40.749244299999994,-73.99393690000001,Eurythmy Lunchtime Flow,Madison Square Garden
2016-06-17 13:00:00,40.749403266522,-73.994401479744,Critical Sound with Mefjus + Kasra,Madison Square Garden
2016-06-17 19:30:00,40.753029489467,-73.99265199270701,Swing Class level 2 w/ Veronica,Madison Square Garden
2016-06-12 21:00:00,40.7478389,-73.9944398,Battle Hymn June 12th,Madison Square Garden
2016-06-20 18:45:00,40.7478,-73.99109,A Not So Churchy June,Madison Square Garden
2016-06-20 18:30:00,40.753029489467,-73.99265199270701,Salsa/Mambo Classes Level 4 w/ Joe,Madison Square Garden
